,Nom,Note,Auteur,Genre,Nombre de saisons,Plateforme,Durée,Date de sortie,Mois,Année,Saison,Pays,series_policier,series_drame,series_thriller,series_épouvante-horreur,series_mini-série,series_guerre,series_action,series_historique,series_aventure,series_fantasy,series_comédie,series_animation,series_jeunesse,series_documentaire,series_dramatique,series_romance,series_shōnen,series_seinen,series_fantastique,series_science-fiction,series_sport,series_biopic,series_musique,series_anthologique,series_judiciaire,series_western,series_médical,series_télé-réalité
342,The Knick,7.7,Série de   Jack Amiel et   Michael Begler,['drame'],2.0,Cinemax,55.0,"['8', 'août', '2014']",août,2014,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Penny Dreadful,6.8,Série de   John Logan,"['fantastique', 'épouvante-horreur', 'drame']",3.0,Showtime,60.0,"['11', 'mai', '2014']",mai,2014,printemps,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Les 100,5.9,Série de   Jason Rothenberg,"['action', 'drame', 'science-fiction']",7.0,The CW,41.0,"['19', 'mars', '2014']",mars,2014,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Silicon Valley,7.3,"Série de   Mike Judge,   John Altschuler et   Dave Krinsky",['comédie'],6.0,HBO,30.0,"['6', 'avril', '2014']",avril,2014,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Gotham,6.1,Série de   Bruno Heller,"['policier', 'action', 'drame']",5.0,FOX (US),45.0,"['18', 'août', '2014']",août,2014,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Halt and Catch Fire,7.5,Série de   Christopher Cantwell et   Christopher C. Rogers,['drame'],4.0,AMC,45.0,"['1', 'juin', '2014']",juin,2014,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Flash,5.7,"Série de   Greg Berlanti,   Andrew Kreisberg et   Geoff Johns","['action', 'aventure', 'drame']",7.0,The CW,45.0,"['7', 'octobre', '2014']",octobre,2014,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Mr. Robot,7.6,Série de   Sam Esmail,"['drame', 'thriller']",4.0,USA Network,50.0,"['24', 'juin', '2015']",juin,2015,été,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Marvel's Daredevil,7.2,Série de   Drew Goddard,"['action', 'aventure', 'policier']",3.0,Netflix,55.0,"['10', 'avril', '2015']",avril,2015,printemps,USA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Sense8,7.3,"Série de   J. Michael Straczynski,   Lilly Wachowski et   Lana Wachowski","['science-fiction', 'drame']",2.0,Netflix,55.0,"['5', 'juin', '2015']",juin,2015,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Narcos,7.7,"Série de   Doug Miro,   Carlo Bernard et   Chris Brancato","['policier', 'drame', 'action']",3.0,Netflix,50.0,"['28', 'août', '2015']",août,2015,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Marvel's Jessica Jones,6.7,Série de   Melissa Rosenberg,"['action', 'policier', 'drame']",3.0,Netflix,50.0,"['20', 'novembre', '2015']",novembre,2015,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Master of None,7.3,Série de   Alan Yang et   Aziz Ansari,['comédie'],2.0,Netflix,30.0,"['6', 'novembre', '2015']",novembre,2015,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Man Seeking Woman,7.2,Série de   Simon Rich,"['fantastique', 'comédie']",3.0,FX,30.0,"['14', 'janvier', '2015']",janvier,2015,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Le Maître du Haut-Château,7.0,Série de   Frank Spotnitz,"['drame', 'thriller']",4.0,Prime Video,60.0,"['15', 'janvier', '2015']",janvier,2015,hiver,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Bloodline,7.0,"Série de   Glenn Kessler,   Todd A. Kessler et   Daniel Zelman","['thriller', 'drame']",3.0,Netflix,60.0,"['20', 'mars', '2015']",mars,2015,printemps,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,UnREAL,6.9,Série de   Marti Noxon et   Sarah Gertrude Shapiro,['drame'],4.0,Hulu,45.0,"['1', 'juin', '2015']",juin,2015,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Stranger Things,7.7,Série de   Matt Duffer et   Ross Duffer,"['science-fiction', 'fantastique', 'épouvante-horreur']",4.0,Netflix,51.0,"['15', 'juillet', '2016']",juillet,2016,été,USA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Westworld,7.7,Série de   Jonathan Nolan et   Lisa Joy,"['science-fiction', 'western', 'thriller']",3.0,HBO,58.0,"['2', 'octobre', '2016']",octobre,2016,automne,USA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
361,The Night Of,8.0,Série de   Richard Price et   Steven Zaillian,"['drame', 'mini-série', 'thriller']",1.0,HBO,60.0,"['10', 'juillet', '2016']",juillet,2016,été,USA,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,22.11.63,7.1,Série de   Bridget Carpenter,"['science-fiction', 'mini-série', 'drame']",1.0,Hulu,50.0,"['15', 'février', '2016']",février,2016,hiver,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,American Crime Story,7.6,Série de   Scott Alexander et   Larry Karaszewski,"['policier', 'drame', 'judiciaire']",3.0,FX,52.0,"['2', 'février', '2016']",février,2016,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
364,The OA,7.2,Série de   Brit Marling et   Zal Batmanglij,"['fantastique', 'thriller', 'science-fiction']",2.0,Netflix,71.0,"['16', 'décembre', '2016']",décembre,2016,hiver,USA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Atlanta,7.9,Série de   Donald Glover,"['comédie', 'drame']",2.0,FX,25.0,"['6', 'septembre', '2016']",septembre,2016,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Preacher,7.0,"Série de   Seth Rogen,   Evan Goldberg et   Sam Catlin","['fantastique', 'drame', 'action']",4.0,AMC,40.0,"['22', 'mai', '2016']",mai,2016,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,The Crown,7.5,Série de   Peter Morgan,"['drame', 'historique']",4.0,Netflix,57.0,"['4', 'novembre', '2016']",novembre,2016,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Vinyl,7.1,"Série de   Mick Jagger,   Martin Scorsese,   Rich Cohen...","['drame', 'musique']",1.0,HBO,50.0,"['14', 'février', '2016']",février,2016,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
369,The Get Down,7.3,Série de   Baz Luhrmann et   Stephen Adly Guirgis,['drame'],1.0,Netflix,60.0,"['12', 'août', '2016']",août,2016,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Lastman,8.2,Dessin animé de   Jérémie Périn,"['animation', 'action']",1.0,France 4,15.0,"['22', 'novembre', '2016']",novembre,2016,automne,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,"Dirk Gently, détective holistique",7.5,Série de   Max Landis,"['comédie', 'thriller', 'policier']",2.0,BBC America,45.0,"['22', 'octobre', '2016']",octobre,2016,automne,UK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,The Night Manager,7.2,Série de   Susanne Bier,"['thriller', 'policier', 'drame']",1.0,BBC One,60.0,"['22', 'août', '2016']",août,2016,été,UK,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Marvel's Luke Cage,6.1,Série de   Cheo Hodari Coker,"['policier', 'drame', 'action']",2.0,Netflix,55.0,"['30', 'septembre', '2016']",septembre,2016,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,This Is Us,7.6,Série de   Dan Fogelman,['drame'],5.0,NBC,43.0,"['13', 'septembre', '2016']",septembre,2016,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Fleabag,8.0,Série de   Phoebe Waller-Bridge,"['comédie', 'drame']",2.0,BBC Three,25.0,"['21', 'juillet', '2016']",juillet,2016,été,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Love,6.5,"Série de   Judd Apatow,   Paul Rust et   Lesley Arfin","['comédie', 'drame']",3.0,Netflix,30.0,"['19', 'février', '2016']",février,2016,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,BrainDead,7.3,Série de   Michelle King et   Robert King,"['comédie', 'thriller', 'drame']",1.0,CBS,45.0,"['13', 'juin', '2016']",juin,2016,été,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Erased,7.9,Anime de   Kishimoto Taku et   Tomohiko Itou,"['fantastique', 'drame', 'animation']",1.0,Fuji TV,25.0,"['8', 'janvier', '2016']",janvier,2016,hiver,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Quarry,7.5,Série de   Michael D. Fuller et   Graham Gordy,"['thriller', 'policier', 'drame']",1.0,Cinemax,55.0,"['9', 'septembre', '2016']",septembre,2016,automne,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,The Young Pope,7.5,Série de   Paolo Sorrentino,"['drame', 'mini-série']",1.0,Sky Atlantic (IT),57.0,"['21', 'octobre', '2016']",octobre,2016,automne,UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Baron Noir,7.4,Série de   Eric Benzekri et   Jean-Baptiste Delafon,"['drame', 'thriller']",3.0,Canal+,55.0,"['8', 'février', '2016']",février,2016,hiver,France,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,The Good Place,7.0,Série de   Michael Schur,"['comédie', 'romance', 'fantastique']",4.0,NBC,25.0,"['19', 'septembre', '2016']",septembre,2016,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Lucifer,6.3,Série de   Tom Kapinos,"['fantastique', 'comédie', 'policier']",6.0,Netflix,45.0,"['25', 'janvier', '2016']",janvier,2016,hiver,USA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,The Haunting of Hill House,7.6,Série de   Mike Flanagan,"['épouvante-horreur', 'anthologique', 'thriller']",2.0,Netflix,56.0,"['12', 'octobre', '2018']",octobre,2018,automne,USA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,Sharp Objects,7.6,Série de   Marti Noxon,"['mini-série', 'drame', 'thriller']",1.0,HBO,52.0,"['1', 'juillet', '2018']",juillet,2018,été,USA,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Maniac,7.0,Série de   Patrick Somerville et   Cary Joji Fukunaga,"['science-fiction', 'mini-série', 'comédie']",1.0,Netflix,40.0,"['21', 'septembre', '2018']",septembre,2018,automne,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Altered Carbon,6.6,Série de   Laeta Kalogridis,"['action', 'drame', 'science-fiction']",2.0,Netflix,50.0,"['2', 'février', '2018']",février,2018,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,The Terror,7.2,"Série de   David Kajganich,   Alexander Woo et   Max Borenstein","['aventure', 'drame', 'épouvante-horreur']",2.0,AMC,50.0,"['26', 'mars', '2018']",mars,2018,printemps,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Devilman Crybaby,7.5,Anime de   Masaaki Yuasa et   Gô Nagai,"['drame', 'fantastique', 'épouvante-horreur']",1.0,Netflix,30.0,"['5', 'janvier', '2018']",janvier,2018,hiver,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Killing Eve,7.4,Série de   Phoebe Waller-Bridge,"['thriller', 'policier', 'drame']",4.0,AMC,40.0,"['8', 'avril', '2018']",avril,2018,printemps,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Bodyguard,7.1,Série de   Jed Mercurio,"['thriller', 'policier', 'drame']",2.0,BBC One,60.0,"['26', 'août', '2018']",août,2018,été,UK,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Barry,7.3,Série de   Bill Hader et   Alec Berg,"['comédie', 'policier', 'drame']",3.0,HBO,30.0,"['25', 'mars', '2018']",mars,2018,printemps,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Désenchantée,6.3,Dessin animé de   Matt Groening,"['fantastique', 'comédie', 'animation']",1.0,Netflix,30.0,"['17', 'août', '2018']",août,2018,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Pose,8.0,"Série de   Steven Canals,   Brad Falchuk et   Ryan Murphy",['drame'],3.0,FX,45.0,"['3', 'juin', '2018']",juin,2018,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Kidding,7.6,Série de   Dave Holstein,"['comédie', 'drame']",2.0,Showtime,30.0,"['9', 'septembre', '2018']",septembre,2018,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Vermin,7.6,"Dessin animé de   Alexis Beaumont,   Hafid F. Benamar et   Balak","['comédie', 'animation', 'action']",Inconnu,Blackpills,10.0,"['9', 'avril', '2018']",avril,2018,printemps,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Les Nouvelles Aventures de Sabrina,6.5,Série de   Roberto Aguirre-Sacasa,"['aventure', 'drame', 'fantastique']",2.0,Netflix,55.0,"['26', 'octobre', '2018']",octobre,2018,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Homecoming,7.3,"Série de   Eli Horowitz,   Micah Bloomberg et   Sam Esmail","['drame', 'thriller']",2.0,Prime Video,30.0,"['2', 'novembre', '2018']",novembre,2018,automne,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,Succession,7.9,Série de   Jesse Armstrong,['drame'],3.0,HBO,59.0,"['3', 'juin', '2018']",juin,2018,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,The Little Drummer Girl,7.3,Série de   Park Chan-wook,"['thriller', 'mini-série', 'policier']",1.0,BBC One,60.0,"['28', 'octobre', '2018']",octobre,2018,automne,UK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Hippocrate,7.5,Série de   Thomas Lilti,"['drame', 'médical']",1.0,Canal+,50.0,"['26', 'novembre', '2018']",novembre,2018,automne,France,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
402,Waco,7.2,Série de   Drew Dowdle et   John Erick Dowdle,"['mini-série', 'policier', 'drame']",1.0,Paramount Network,45.0,"['24', 'janvier', '2018']",janvier,2018,hiver,USA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Patrick Melrose,7.4,Série de   David Nicholls,"['mini-série', 'drame']",1.0,Showtime,56.0,"['12', 'mai', '2018']",mai,2018,printemps,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,You,6.2,Série de   Sera Gamble et   Greg Berlanti,"['policier', 'drame', 'romance']",2.0,Netflix,50.0,"['9', 'septembre', '2018']",septembre,2018,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Narcos : Mexico,7.2,"Série de   Doug Miro,   Carlo Bernard et   Chris Brancato","['action', 'aventure', 'policier']",2.0,Netflix,55.0,"['16', 'novembre', '2018']",novembre,2018,automne,USA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Violet Evergarden,7.3,"Anime de   Taichi Ishidate,   Kana Akatsuki,   Haruka Fujita...","['romance', 'fantasy', 'guerre']",1.0,Tokyo MX,25.0,"['11', 'janvier', '2018']",janvier,2018,hiver,Japan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Escape at Dannemora,7.5,Série de   Brett Johnson et   Michael Tolkin,"['drame', 'mini-série']",1.0,Showtime,60.0,"['18', 'novembre', '2018']",novembre,2018,automne,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,The Looming Tower,7.3,"Série de   Dan Futterman,   Alex Gibney et   Lawrence Wright","['thriller', 'mini-série', 'drame']",1.0,Hulu,50.0,"['28', 'février', '2018']",février,2018,hiver,USA,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Chernobyl,8.5,Série de   Craig Mazin,"['drame', 'historique', 'mini-série']",1.0,HBO,65.0,"['6', 'mai', '2019']",mai,2019,printemps,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
