,Nom,Note,Auteur,Genre,Nombre de saisons,Plateforme,Durée,Date de sortie,Mois,Année,Saison,Pays,series_policier,series_drame,series_thriller,series_épouvante-horreur,series_mini-série,series_guerre,series_action,series_historique,series_aventure,series_fantasy,series_comédie,series_animation,series_jeunesse,series_documentaire,series_dramatique,series_romance,series_shōnen,series_seinen,series_fantastique,series_science-fiction,series_sport,series_biopic,series_musique,series_anthologique,series_judiciaire,series_western,series_médical,series_télé-réalité
70,Durarara!!,7.6,Anime de   Brain's Base et   Ryohgo Narita,"['seinen', 'action', 'comédie']",2.0,MBS,25.0,"['8', 'janvier', '2010']",janvier,2010,hiver,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Les Recrues de la 15e,6.3,"Série de   Tassie Cameron,   Morwyn Brebner et   Ellen Vanstone","['policier', 'drame']",6.0,Global,43.0,"['24', 'juin', '2010']",juin,2010,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Timbré (Terry Pratchett's Going Postal),7.5,"Série de   Richard Kurti,   Bev Doyle et   Terry Pratchett","['mini-série', 'comédie', 'fantastique']",1.0,Sky1,120.0,"['30', 'mai', '2010']",mai,2010,printemps,Croatia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Caprica,6.2,Série de   Remi Aubuchon et   Ronald D. Moore,['science-fiction'],1.0,SyFy,45.0,"['22', 'janvier', '2010']",janvier,2010,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,The Big C,7.3,Série de   Darlene Hunt,"['comédie', 'drame']",4.0,Showtime,30.0,"['16', 'août', '2010']",août,2010,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,L'histoire racontée par des chaussettes,6.7,Websérie de   Sébastien De Dominicis (Dédo) et   Yacine Belhousse,"['mini-série', 'comédie']",Inconnu,YouTube,3.0,"['29', 'octobre', '2010']",octobre,2010,automne,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Storage Wars : Enchères surprises,5.2,Émission TV,['documentaire'],8.0,A&E,25.0,"['1', 'décembre', '2010']",décembre,2010,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Les Octonauts,5.6,Série,"['action', 'aventure', 'animation']",3.0,CBeebies,25.0,"['4', 'octobre', '2010']",octobre,2010,automne,UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Vsauce,8.3,Émission Web de   Michael Stevens,['documentaire'],Inconnu,YouTube,30.0,"['24', 'juin', '2010']",juin,2010,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Darker Than Black: Gemini of the Meteor : Black Contractor: Gaiden OVA,7.2,"Anime (OAV) de   Yûji Iwahara,   Komori Takahiro et   Tensai Okamura","['science-fiction', 'drame', 'action']",1.0,Inconnue,25.0,"['27', 'janvier', '2010']",janvier,2010,hiver,Inconnu,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Sungkyunkwan Scandal,7.6,Drama de   Hwang In-Hyuk et   Kim Won-suk,"['comédie', 'mini-série', 'drame']",1.0,KBS TV2,45.0,"['30', 'août', '2010']",août,2010,été,Korea,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Lost Girl,5.9,Série de   Michelle Lovretta,"['policier', 'drame', 'fantasy']",5.0,Showcase (CA),45.0,"['31', 'août', '2010']",août,2010,été,Canada,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,K-On !!,7.0,Anime de   Kyoto Animation et   Naoko Yamada,"['musique', 'comédie', 'animation']",Inconnu,Tokyo Broadcasting System,25.0,"['7', 'avril', '2010']",avril,2010,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83,JonTron,7.5,Série de   Jon Jafari,['comédie'],Inconnu,YouTube,15.0,"['31', 'août', '2010']",août,2010,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Stupide Touriste,7.4,Série de   Ricky Gervais et   Stephen Merchant,"['comédie', 'documentaire']",3.0,Sky1,60.0,"['5', 'septembre', '2010']",septembre,2010,automne,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Seitokai Yakuindomo,6.3,Anime de   Hiromitsu Kanazawa et   Tozen Ujiie,"['animation', 'comédie']",2.0,CTC (JA),25.0,"['4', 'juillet', '2010']",juillet,2010,été,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Love/Hate,7.6,Série de   Stuart Carolan,"['policier', 'drame']",5.0,RTÉ One,50.0,"['3', 'octobre', '2010']",octobre,2010,automne,Ireland,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Quand l'histoire fait dates,8.2,Émission TV de   Patrick Boucheron et   Denis Van Waerebeke,"['documentaire', 'historique']",1.0,Arte,27.0,"['17', 'mars', '2018']",mars,2018,printemps,Germany/France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,"Blow Up, l'actualité du cinéma (ou presque)",8.3,Websérie de   Luc Lagier,['documentaire'],7.0,Arte,10.0,"['octobre', '2010']",octobre,2010,automne,Germany/France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Enquêtes archéologiques,7.6,Émission TV de   Agnès Molia et   Nathalie Laville,['documentaire'],2.0,Arte,25.0,"['18', 'juin', '2016']",juin,2016,été,Germany/France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Mobile Suit Gundam Unicorn,7.8,Anime (OAV) de   Kazuhiro Furuhashi,['animation'],1.0,Inconnue,25.0,"['20', 'février', '2010']",février,2010,hiver,Inconnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,The Ricky Gervais Show,7.5,"Série de   Ricky Gervais,   Stephen Merchant et   Karl Pilkington","['comédie', 'animation']",3.0,HBO,25.0,"['19', 'février', '2010']",février,2010,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Arakawa Under the Bridge,7.1,Anime de   Yukihiro Yamamoto,"['romance', 'comédie', 'animation']",Inconnu,TV Tokyo,25.0,"['4', 'avril', '2010']",avril,2010,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Persons Unknown,5.7,Série de   Christopher McQuarrie,"['drame', 'thriller']",1.0,NBC,45.0,"['7', 'juin', '2010']",juin,2010,été,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Black Mirror,8.1,Série de   Charlie Brooker,"['science-fiction', 'thriller', 'anthologique']",5.0,Netflix,60.0,"['4', 'décembre', '2011']",décembre,2011,hiver,USA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,Bref.,7.2,Série de   Bruno Muschio et   Kyan Khojandi,"['comédie', 'mini-série']",1.0,Canal+,2.0,"['28', 'août', '2011']",août,2011,été,France,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Homeland,7.0,Série de   Alex Gansa et   Howard Gordon,"['thriller', 'action', 'drame']",8.0,Showtime,50.0,"['2', 'octobre', '2011']",octobre,2011,automne,USA,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,American Horror Story,7.0,Série de   Ryan Murphy et   Brad Falchuk,"['thriller', 'épouvante-horreur', 'anthologique']",9.0,FX,45.0,"['6', 'février', '2011']",février,2011,hiver,USA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,Person of Interest,6.6,Série de   Jonathan Nolan,"['action', 'aventure', 'drame']",5.0,CBS,43.0,"['22', 'septembre', '2011']",septembre,2011,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Suits : Avocats sur mesure,7.0,Série de   Aaron Korsh,"['judiciaire', 'comédie', 'drame']",9.0,USA Network,45.0,"['23', 'juin', '2011']",juin,2011,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,The Killing (US),7.6,Série de   Veena Sud,"['thriller', 'policier', 'drame']",4.0,Netflix,50.0,"['3', 'avril', '2011']",avril,2011,printemps,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,New Girl,6.6,Série de   Elizabeth Meriwether,['comédie'],7.0,FOX (US),25.0,"['20', 'septembre', '2011']",septembre,2011,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Hunter x Hunter,8.1,Anime de   Hiroshi Koujina et   Yoshihiro Togashi,"['shōnen', 'comédie', 'aventure']",Inconnu,NTV (JP),25.0,"['2', 'octobre', '2011']",octobre,2011,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Once Upon a Time,5.6,Série de   Adam Horowitz et   Edward Kitsis,"['aventure', 'drame', 'fantasy']",7.0,ABC (US),43.0,"['23', 'octobre', '2011']",octobre,2011,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Platane,6.3,Série de   Hafid F. Benamar et   Eric Judor,['comédie'],3.0,Canal+,25.0,"['5', 'septembre', '2011']",septembre,2011,automne,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Falling Skies,5.6,Série de   Robert Rodat,"['science-fiction', 'thriller', 'action']",5.0,TNT (US),45.0,"['19', 'juin', '2011']",juin,2011,été,USA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Hell on Wheels,7.0,Série de   Joe Gayton et   Tony Gayton,"['western', 'drame', 'action']",5.0,AMC,45.0,"['6', 'novembre', '2011']",novembre,2011,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,Bron,7.8,"Série de   Hans Rosenfeldt,   Björn Stein,   Henrik Georgsson...","['policier', 'drame']",4.0,DR1,60.0,"['21', 'septembre', '2011']",septembre,2011,automne,Denmark,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Grimm,5.9,"Série de   Stephen Carpenter,   David Greenwalt et   Jim Kouf","['fantastique', 'épouvante-horreur', 'drame']",6.0,NBC,43.0,"['28', 'octobre', '2011']",octobre,2011,automne,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Steins;Gate,8.0,"Anime de   Kobayashi Tomoki,   HUKE,   Kyūta Sakai...","['drame', 'comédie', 'romance']",1.0,TV Tokyo,25.0,"['6', 'avril', '2011']",avril,2011,printemps,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Very Bad Blagues,7.2,Émission TV de   Palmashow,"['comédie', 'mini-série']",Inconnu,Direct 8,5.0,"['21', 'mars', '2011']",mars,2011,printemps,France,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Spartacus : Les Dieux de l'arène,6.9,Série de   Steven S. DeKnight,"['drame', 'action']",1.0,Starz,55.0,"['21', 'janvier', '2011']",janvier,2011,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Terra Nova,4.7,Série de   Kelly Marcel et   Craig Silverstein,"['action', 'aventure', 'fantasy']",1.0,FOX (US),45.0,"['26', 'septembre', '2011']",septembre,2011,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Teen Wolf,5.4,Série de   Jeff Davis,"['action', 'aventure', 'comédie']",6.0,MTV (US),42.0,"['5', 'juin', '2011']",juin,2011,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,The Booth at the End,7.7,Série de   Christopher Kubasik,['drame'],2.0,City,25.0,"['11', 'juillet', '2011']",juillet,2011,été,Ireland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2 Broke Girls,6.1,Série de   Michael Patrick King et   Whitney Cummings,['comédie'],6.0,CBS,25.0,"['19', 'septembre', '2011']",septembre,2011,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Alphas,5.9,Série de   Zak Penn et   Michael Karnow,"['science-fiction', 'drame', 'action']",2.0,SyFy,45.0,"['11', 'juillet', '2011']",juillet,2011,été,France,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,The Hour,7.6,Série de   Abi Morgan,['drame'],2.0,BBC Two,60.0,"['19', 'juillet', '2011']",juillet,2011,été,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Puella Magi Madoka Magica,7.9,"Anime de   Yukihiro Yamamoto,   Akiyuki Shinbo,   Ume Aoki...","['fantastique', 'drame', 'animation']",1.0,Tokyo Broadcasting System,25.0,"['7', 'janvier', '2011']",janvier,2011,hiver,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,The Borgias,6.5,Série de   Neil Jordan,['drame'],3.0,Showtime,50.0,"['3', 'avril', '2011']",avril,2011,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Don't Hug Me I'm Scared,8.1,Websérie de   Joseph Pelling et   Becky Sloan,"['comédie', 'épouvante-horreur', 'animation']",Inconnu,YouTube,5.0,"['25', 'juillet', '2011']",juillet,2011,été,USA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Mildred Pierce,7.4,Série de   Todd Haynes,"['drame', 'mini-série']",1.0,HBO,55.0,"['27', 'mars', '2011']",mars,2011,printemps,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Wilfred (US),7.1,Série de   Jason Gann et   Adam Zwar,"['fantastique', 'comédie', 'dramatique']",4.0,FX,30.0,"['23', 'juin', '2011']",juin,2011,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Apocalypse : Hitler,7.6,Série de   Isabelle Clarke et   Daniel Costelle,"['mini-série', 'historique', 'guerre']",1.0,France 2,55.0,"['25', 'octobre', '2011']",octobre,2011,automne,France,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Episodes,6.5,Série de   David Crane et   Jeffrey Klarik,['comédie'],5.0,Showtime,25.0,"['9', 'janvier', '2011']",janvier,2011,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,3615 Usul,7.5,Émission Web de   Dorian Chandelier et   Usul,['comédie'],2.0,jeuxvideo.com,8.0,"['23', 'octobre', '2011']",octobre,2011,automne,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Life's Too Short,7.1,"Série de   Warwick Davis,   Ricky Gervais et   Stephen Merchant",['comédie'],1.0,BBC Two,30.0,"['10', 'novembre', '2011']",novembre,2011,automne,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,BOSS,7.6,Série de   Farhad Safinia,"['policier', 'drame']",2.0,Starz,60.0,"['21', 'octobre', '2011']",octobre,2011,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Body of Proof,5.4,Série de   Christopher Murphey,"['policier', 'drame']",3.0,ABC (US),45.0,"['29', 'mars', '2011']",mars,2011,printemps,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Le Monde Incroyable de Gumball,7.6,Dessin animé de   Benjamin Bocquelet,"['animation', 'jeunesse', 'comédie']",5.0,Cartoon Network,10.0,"['3', 'mai', '2011']",mai,2011,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Death Valley,6.8,Série de   Curtis Gwinn,"['comédie', 'épouvante-horreur']",1.0,MTV (US),25.0,"['29', 'août', '2011']",août,2011,été,USA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Revenge,5.9,Série de   Mike Kelley,"['drame', 'thriller']",4.0,ABC (US),45.0,"['11', 'septembre', '2011']",septembre,2011,automne,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Anohana,7.6,"Anime de   Chouheiwa Busters,   Masayoshi Tanaka et   Tatsuyuki Nagai","['comédie', 'romance', 'animation']",1.0,Fuji TV,20.0,"['15', 'avril', '2011']",avril,2011,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Top Boy,7.8,Série de   Ronan Bennett,['drame'],3.0,Channel 4,50.0,"['31', 'octobre', '2011']",octobre,2011,automne,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,La Gifle,7.3,Série de   Christos Tsiolkas,"['mini-série', 'drame']",1.0,ABC (AU),60.0,"['6', 'octobre', '2011']",octobre,2011,automne,Australia,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Borgia,6.5,Série de   Tom Fontana,"['drame', 'historique']",3.0,Sky Atlantic (IT),50.0,"['10', 'octobre', '2011']",octobre,2011,automne,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Fate/zero,7.6,"Anime de   Aoki Ei,   Gen Urobuchi et   Takeuchi Takashi","['animation', 'drame', 'fantastique']",1.0,Tokyo MX,25.0,"['2', 'octobre', '2011']",octobre,2011,automne,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
